scenario,Simulation,totalInfections_1,totalInfections_2,totalInfections_3,totalInfections_4,totalInfections_5,totalInfections_6,totalInfections_7,totalInfections_8,totalInfections_9,totalInfections_10,totalInfections_11,totalInfections_12,totalInfections_13,totalInfections_14,totalInfections_15,totalInfections_16,totalFirstInfections_1,totalFirstInfections_2,totalFirstInfections_3,totalFirstInfections_4,totalFirstInfections_5,totalFirstInfections_6,totalFirstInfections_7,totalFirstInfections_8,totalFirstInfections_9,totalFirstInfections_10,totalFirstInfections_11,totalFirstInfections_12,totalFirstInfections_13,totalFirstInfections_14,totalFirstInfections_15,totalFirstInfections_16,totalAdmissions_1,totalAdmissions_2,totalAdmissions_3,totalAdmissions_4,totalAdmissions_5,totalAdmissions_6,totalAdmissions_7,totalAdmissions_8,totalAdmissions_9,totalAdmissions_10,totalAdmissions_11,totalAdmissions_12,totalAdmissions_13,totalAdmissions_14,totalAdmissions_15,totalAdmissions_16,totalDeaths_1,totalDeaths_2,totalDeaths_3,totalDeaths_4,totalDeaths_5,totalDeaths_6,totalDeaths_7,totalDeaths_8,totalDeaths_9,totalDeaths_10,totalDeaths_11,totalDeaths_12,totalDeaths_13,totalDeaths_14,totalDeaths_15,totalDeaths_16,peakOcc
5,110,412127.539008716,471401.612366849,534606.088906313,634034.517031886,638338.912091639,717593.798576959,760212.088626686,649110.686587737,600295.769341403,563362.687310669,570221.703771578,508739.108314278,317652.476650207,223245.923118111,160723.905263858,184577.243489578,307703.894888449,317392.876516496,338072.823116713,334822.610895569,332012.408417387,372597.049964164,398046.144209735,357485.131604901,330889.325753307,321902.086009323,330281.773830233,314853.175727943,253935.233201539,195904.041889215,146875.644852443,174842.566192141,2042.17837637165,357.457281461218,407.164513513728,881.770704549274,1265.34293398914,1443.38618332684,1599.36944204039,1519.06396695605,1534.51413452851,1855.39447766474,2299.38941970581,2932.61293884027,1813.23304408112,1850.92640419702,2196.45502127255,8986.77825063606,0.80606103182441,0.87677168384335,0.962864532533231,1.91366974578224,3.74350478766608,8.2159243058879,17.4819343159628,29.1356807954939,53.0489372610392,101.562169668293,198.804267956895,354.35591608452,286.916648725155,320.3941445903,418.015016647591,2572.04323331946,1831.39273960887
5,111,341649.933140782,400509.041521636,462082.869146304,568525.6947109,565248.825139304,628317.089739479,661217.964681525,517494.183055265,482149.683760501,447852.791932498,450472.763903189,391775.735382385,237487.415610295,158478.271911539,109653.687279543,124138.841147894,278580.892017485,301028.848065174,328053.249540641,336880.087087694,331323.718926606,371128.280427217,395991.265096544,343548.081757233,322106.619903754,308965.743780284,315244.99274951,289882.206299594,209368.24251702,148391.687285987,105038.895316238,120959.158738262,3053.14623994891,552.978250437947,642.141228852428,1442.47237811166,2052.26586480029,2331.22462253575,2574.21900106285,2310.17725333972,2360.12163051852,2814.95345465368,3467.44249830632,4279.33566216475,2455.94398002559,2307.44389082134,2595.90547068752,10354.1701614803,0.942337295554405,1.06119389962455,1.1885672884683,2.45164276171289,4.75577496316848,10.3930287953761,22.0340064412467,34.6362734365543,63.7250419438885,120.198519865693,232.823748048546,400.55927192723,298.948400110644,296.284693958431,363.381987606665,2164.40166037528,3054.1288455959
5,112,346022.288528447,390848.595576816,438503.006494526,507071.462096312,509804.629174496,574049.622204271,609277.109554815,522770.811883099,484069.102091966,455720.45313612,462393.29763753,415133.854895991,255448.73522262,179938.665487855,128788.335586591,144791.682618033,290971.212757826,307745.919806004,331043.005343484,334314.909062558,331595.033147721,372102.792008923,397359.96458139,354851.515967083,329204.280420292,319006.764734849,327071.173140762,308627.440704246,229211.929677016,170666.119579447,124534.335352193,142025.530835752,3114.53568226579,546.941375585311,621.596614594099,1338.63046431763,1919.56445272498,2192.75402500936,2430.96118980395,2309.17627472165,2338.55078670037,2828.15119359107,3509.12656534744,4471.33942773422,2441.99634624726,2394.08672422414,2782.26897350247,11055.0093313906,0.765902296712364,0.836240873177722,0.916378770154584,1.81118308266162,3.54136187893199,7.78408687936166,16.5731368828175,27.6201897062301,50.4172225831781,96.5221707150358,189.127619979123,336.446030783788,239.471712622422,251.880487244495,319.287991052516,1896.45348641762,3297.43612899785
5,113,382081.182109214,436059.392701106,494063.510462831,584060.307734226,588401.093710094,662602.446229581,702542.643959572,605108.68362208,559759.383733284,525783.618198632,532691.830301447,475946.371991072,295048.151590993,208079.516251586,149886.099052115,170727.185719218,299384.330313982,312554.958885313,334877.434169465,335199.910798862,331917.231151645,372425.062348754,397781.28356489,356828.432034641,330574.780132784,321204.76367257,329549.965491747,313177.388308918,246500.481043383,188420.342261541,140205.519628077,164147.06342344,3369.08763025583,591.82492098326,675.320988356088,1467.33805304661,2104.33816199901,2402.14390187587,2661.88092093423,2534.24832471595,2561.76109966947,3098.02578966865,3841.66250146889,4898.92820659745,2923.80643579262,2958.02518332251,3494.15744671231,14142.764740742,0.893420414715548,0.975493832144433,1.07330199249701,2.14065755055406,4.18541024874914,9.19287309149696,19.5626542414379,32.681920513936,59.5530042096018,114.039015079615,223.438950129128,398.147330901478,310.949247300137,343.103225399838,445.030363105776,2714.41585708489,3270.01144114942
5,114,394164.603425734,448854.923171953,506329.613526606,595532.669026066,590910.330656846,655156.56726567,690655.262727178,533143.300557794,495564.942016651,461938.384525569,465036.825853817,409761.225632309,255374.358262696,172642.184196152,120157.307204763,139400.723917987,307666.88700544,318712.941392083,339055.771502486,335564.560860455,331821.387862938,372113.409562941,397496.576081898,348355.229113995,325429.94258557,313435.149301082,320220.03812354,298028.383457867,223200.432912137,160977.839889958,114823.613992258,135636.058064293,2775.47345533608,484.254010307512,548.615129261343,1174.35543221413,1674.59057774582,1902.85344938014,2106.05881998946,1902.16374366777,1938.22662010328,2322.05712753512,2864.15915138213,3581.76333930149,2090.21261523935,1992.97100371828,2261.24277532159,9260.72148871682,0.919254938981319,0.997421244117467,1.08959593431544,2.14084053786156,4.16133520352375,9.09642532147605,19.3303401716269,30.5936924555165,56.1409411161259,106.382031108005,206.50421623612,360.055510791341,273.377335538112,275.291580354348,340.358000212134,2079.29274997742,2243.68452331109
5,115,401185.044944906,457300.959478978,516654.036887343,607509.498352032,607983.33029397,679587.533184811,718710.678987113,591095.437476312,547814.525874159,512980.083937022,518382.244033912,460470.705500191,287645.920447217,199405.589346454,141754.679419544,163023.994978538,307743.396827918,317932.730090954,338357.452144969,334470.107701839,331973.614913732,372533.44420413,397958.364053038,354672.675106085,329418.695941456,319364.370871103,327325.923401372,309161.76801008,241061.296422676,180796.251533907,132717.771813618,156666.790027581,2869.71262531101,501.038895037053,568.799453256126,1221.0071402264,1749.35580717648,1992.73048328834,2207.43669042207,2060.91130809973,2089.22657987849,2518.01649162716,3116.55122086397,3945.43079117352,2373.48596337164,2361.24241700475,2754.00758139272,11236.7049537477,0.784893892553268,0.851864523087898,0.932444720661424,1.83723631802409,3.58841805631169,7.8645952768456,16.7289130450037,27.395420911159,50.0489785328013,95.493962363018,186.552842838546,329.90731291459,259.573509094197,281.003643693158,359.953227656937,2213.26154025793,2758.98385176952
5,116,380164.763598208,426932.753667674,477289.7488763,547176.016742576,549486.471441281,617011.626077521,654493.600024559,554188.610249598,512755.223786968,482534.898575374,489165.448098217,439140.28888194,273048.683728949,192138.658508549,137687.677716962,157270.16662487,305753.925066542,316531.830817676,337016.290882506,333669.981275947,331982.883719664,372686.634445964,398083.780534047,355856.68328686,329766.488654972,320101.481868385,328310.763479043,310981.59099272,238143.034604073,179087.415735066,131548.296481944,153150.44394675,3151.91081889776,546.022876322464,616.249312473705,1306.03457210588,1875.44466950515,2140.54577859726,2373.55770407965,2247.05957468825,2273.34639434987,2750.97302042721,3412.44591432929,4355.57731566223,2465.58436121596,2449.99303370947,2863.84987267844,11592.975980145,0.720842976137162,0.776586980431982,0.845091566287166,1.64363239171056,3.21802849815013,7.06720612509648,15.0491877588934,24.9952472514027,45.5777745917441,87.3122921425507,171.020249263576,304.819584103601,224.989502639072,240.58794266736,306.8629750624,1852.85895528973,3400.90081527792
5,117,337149.596127388,395904.305389566,458238.41540646,568867.702710523,569156.480872607,636632.064128801,671143.394315978,548207.473993974,509815.469800297,474727.617324451,478705.461593619,418177.44731326,251822.456510121,170215.842103662,119094.815265456,133728.725206133,274231.207395811,297274.885815758,325118.991339864,336543.902874465,331166.936353189,371132.073646153,396008.368790699,348749.243232187,325725.994390157,313765.169552866,320866.898035598,297869.239107886,218442.119722342,157765.546281489,113252.094569084,129761.524634081,2918.00292780205,530.1591714619,618.064625282046,1403.86108429579,2002.71472665728,2280.18574066202,2518.77277082377,2317.60576070817,2359.89783012112,2824.82267812165,3487.76962879337,4336.33906196028,2492.60306270612,2388.62040639019,2725.21883803162,10809.1660693088,0.746378856470604,0.843081519186413,0.947963924825803,1.97699309768891,3.84557956502574,8.42350260473024,17.8655177024603,28.8078455405055,52.839248846682,100.04786279573,194.429438299225,337.073041042249,252.071353916764,256.580075283329,319.424752403807,1885.81802916638,2833.68758570172
5,118,390046.627066642,438236.885437714,490685.017675828,565180.582928595,566918.380389337,635647.197798983,673805.741202103,566561.441437489,524629.552301373,493104.192246653,499482.993181742,447670.20542346,282590.278441856,199693.422753482,143552.691902994,164889.546912222,309129.22013512,318266.383629764,338273.995099098,334317.071627432,332048.129819954,372656.887848966,398063.808778909,355371.87306099,329948.878434652,320165.315217519,328400.425698289,311126.320058911,243103.745829892,184381.548164022,136207.056418226,159860.935878686,2542.94291724671,439.38506594874,495.842143094011,1051.75403984665,1508.28908850643,1720.07701737728,1906.96970961503,1799.45898620366,1823.03113013733,2204.2078900778,2733.18392189205,3485.81341420533,2066.65324494243,2078.57680694432,2444.38560430521,9954.69265239808,0.861701056042277,0.92560094025939,1.00707645330196,1.96043024124766,3.8324863107506,8.40895829162784,17.9009381686584,29.6226522812399,54.0674956678072,103.429042512565,202.030312212963,359.285092557519,276.747424069964,290.223296654411,369.591268154781,2244.69808089215,2701.23654827094
5,119,356069.498105594,412365.292019492,470144.752338108,565658.889254266,559167.583998214,617748.641472773,649315.403443292,482535.786639353,449674.904728249,416966.357395514,418272.702997098,363601.208549442,222355.560561166,146452.121533566,99986.9720086512,115213.821732648,290024.575832446,309173.977592391,333295.861056404,336402.516774057,331499.079554471,371398.100207067,396418.371880051,338177.444688243,317313.278192528,303034.995797311,308294.874766761,281272.492033987,199883.249418891,138766.333443234,96581.8316418285,112792.948337198,3280.217907586,585.717001563059,671.728074268995,1472.29487051328,2092.65943919159,2373.73682107394,2622.13825153832,2289.21716089934,2341.15116683558,2783.76114202564,3419.93582833256,4202.26894726867,2374.88595346778,2185.7943194363,2421.50728877342,9820.88131007778,0.97881110578466,1.08694868572352,1.20221371053219,2.41939288302218,4.6886705376137,10.2322924908134,21.7032725080192,33.1949560207121,61.1501694501726,115.054225856405,222.778840655509,382.197247385355,282.15619055575,282.183562627042,343.939037783979,2109.37960815336,2931.91987660207
5,120,391066.771364276,447562.382167233,505822.145713188,594502.943467535,588410.541644526,649648.991470684,683542.513264974,501066.080952914,465958.630156553,432585.135206669,433633.50187554,378522.705193741,234059.404136198,154112.906421285,105030.597937507,122826.339311237,306420.526797748,318520.572692507,339125.488636781,335062.466308083,331884.411843169,372241.445943663,397504.190018002,341138.528060809,319455.242835016,305963.952474666,311453.168517115,285842.962891791,207430.335233437,144889.712817126,100966.223403693,119849.14262069,3543.79934563513,621.036535282592,704.608720736106,1506.36828765483,2149.18284922802,2440.33348251807,2699.01689374221,2355.34342095579,2404.15710851087,2864.35315235961,3518.68617784383,4344.44524403503,2472.89123432228,2285.91684145257,2531.93226070945,10427.8989110733,1.31324113543055,1.43152590176525,1.56623758426392,3.07352685884223,5.978202092637,13.0591846416544,27.7334136470838,42.4003544150614,77.9490179559436,146.933579415791,284.348108115978,490.008168358586,363.764717643238,362.578010737231,440.375734379374,2718.32091734348,3386.11362736537
5,121,362521.950359042,416981.284795459,474839.634469295,565776.716806317,571402.699073408,644594.158529331,683378.155613778,589372.671840695,545446.290253454,511679.497909387,518198.971910152,460971.297968679,282223.453973274,197325.440273791,141281.209424665,159351.801467429,289832.791343547,306793.354781313,331037.258439974,334729.621294417,331742.156558402,372239.183370217,397483.816872471,355742.415643452,329916.187023438,320144.974895811,328348.679617668,310655.246876875,239219.951166227,180399.432531848,133088.932092691,153865.807994564,2665.74788268657,473.575989001552,543.88559460924,1195.00692571018,1716.68893557811,1961.48748996259,2172.79111127876,2064.07585815001,2088.02602959674,2520.88401736957,3124.46881470124,3964.8950524722,2313.35169051662,2310.55658567081,2706.88954110709,10830.2518798393,1.01349756730689,1.11930845455219,1.23963035446843,2.50026517858336,4.8972646133855,10.7665300235651,22.9025186002366,38.1665734472153,69.5903154335604,133.002566459285,260.23657146808,461.160015742719,351.226939507643,379.428107748156,486.59577019914,2912.70565734695,2930.62976569819
5,122,404971.479654494,457621.282626398,514237.936506733,593906.850079779,599883.489692586,676545.019606586,718522.363750836,623832.09868319,575907.847792235,542413.049415244,550090.034970297,494513.033730112,308993.779121249,219728.235644737,159340.971648626,183152.481555999,310016.528747589,318390.645170382,338348.283757477,333489.907204931,332107.341332154,372928.507176316,398365.333204848,358081.125250782,330916.965682349,322292.021341473,330849.757520503,316045.067848374,253937.369970059,196857.047864399,147979.427900356,175339.174181041,3570.06552158413,619.084019745059,700.681356019219,1491.72532570064,2147.35705614537,2453.23776700306,2720.85841040697,2601.83965882187,2623.64971593332,3182.15756233346,3949.34683624502,5067.91099355307,3022.87306013991,3098.02330497784,3693.66514820224,15118.7328971663,0.648991169099167,0.699648390277743,0.76349250204633,1.49168444366674,2.92747568504779,6.43516383463719,13.7063892549463,23.002097432635,41.8132855090272,80.3073885407313,157.52171926659,282.495940592836,220.356734899911,246.391079135476,321.754648525391,1964.4219161388,3899.51315705015
5,123,379355.611980509,432869.115210745,490359.861383374,580233.24746468,584041.893634837,657477.588465121,696951.64749602,598958.137556318,554227.291197947,520637.872842273,527477.072848261,471398.142931567,291817.880789749,205635.232802323,148044.286259034,168555.231632999,298530.429577897,312120.052895502,334565.377296661,335412.653870009,331858.274006623,372343.63502751,397688.894007609,356595.436855679,330519.733895801,321121.645466226,329416.976832842,312975.083356072,245371.391925423,187034.536328544,138945.709340791,162434.665300794,2713.40460251946,476.858279546092,544.128914382443,1183.43750151669,1695.77175620474,1935.45573617657,2144.48400558963,2039.64301447448,2062.71083649303,2494.63746112496,3093.29767682933,3944.827079683,2334.93022402644,2353.05377026225,2777.07060719979,11228.3396641548,1.08650774765798,1.1870059803418,1.30602729975491,2.60723088104799,5.09320285215677,11.184286859779,23.7958530723425,39.703227010905,72.3575634577738,138.504025553891,270.967859963,482.31750496573,372.091091976717,400.69665961721,515.629360589434,3106.16814203917,2483.39810009972
5,124,376187.333811974,436646.750696834,500418.558201537,608139.81414505,606312.347895701,675329.120479898,711924.002581232,571204.070337568,530734.044969358,494695.686093182,498570.725547086,437782.243970999,270421.687285395,184294.284352523,129517.960429431,147886.227803495,293767.018045815,310404.687128368,334199.076039266,336522.483158517,331709.806531026,371802.633200222,397066.37135644,350912.622526806,327427.453634457,316073.230529932,323355.597334669,302261.178424457,229926.971802544,168663.017211233,122067.164721254,142662.120093321,3232.58597274759,576.285419702533,663.082147841056,1464.9413479084,2088.77184678141,2374.45737111664,2625.38608440437,2407.5936554464,2449.64103574987,2937.18060486498,3626.41160243181,4536.08261243988,2719.24618385678,2642.52689556982,3037.48991116273,12272.3608463172,0.55364819154011,0.613620097965811,0.680893232162258,1.38105267392134,2.68425456231307,5.86982827778076,12.4601324643164,20.0227184495803,36.686526154489,69.5604497213729,135.017923253021,235.336899191804,183.288500473424,186.285744137213,232.732701234491,1393.45174207,2809.60517165006
5,125,375104.807851898,422961.824061312,475002.446176813,551043.61485054,555127.164832377,625503.164255071,663885.029333701,574033.509643595,530855.886679209,499976.944049999,507182.538105477,455946.184748375,284725.9377579,202590.286883565,146515.659380058,166921.916675446,301635.888548916,313779.978751387,335283.701758159,334464.34963601,331931.816082129,372566.184080654,397930.876985477,356838.486073731,330489.799782951,321228.794635098,329624.852288342,313441.094322519,244631.104361319,186876.682121828,138898.530622025,161825.74279616,2885.34875318563,502.286005063849,569.384344044046,1220.64414384038,1752.0781776863,2001.10355335638,2218.62294597053,2117.99257098068,2140.87664530582,2594.19267042788,3219.78885211297,4122.90616005233,2397.51426168704,2427.24859348585,2872.74542848318,11624.1367505181,0.680920346764104,0.736960101426196,0.80550635545894,1.58504122000007,3.10202475941791,6.81744258578848,14.516104738731,24.3211291694014,44.3228927278611,85.0642253890383,166.970987843356,298.89937007409,227.672172742865,253.378850685005,329.719298343945,2016.91647559933,2961.85534716812
5,126,332223.442282693,374428.13575241,419180.203918931,481351.114704363,485239.85728708,547937.771034803,582261.622154642,504308.670224226,467297.211925703,440361.700474429,447223.040924063,402139.078067888,248927.398867593,176309.983480856,126426.420009934,140959.367595001,286179.568754161,304404.16761583,328476.380839289,333896.539858174,331475.959913098,372035.342491217,397172.945560927,353831.211579665,328779.291098507,318362.984915703,326488.106061515,307423.367468387,226309.203433649,168477.197352985,122864.495555211,138700.032139878,2495.00136269477,438.970420331913,499.231968726948,1076.03504074261,1545.2749826923,1767.45532502469,1959.92023988265,1864.88028456289,1890.96647554328,2287.10393627889,2839.41989033114,3616.95333076259,1963.51368068781,1929.1909578754,2239.65185482357,8817.72299272685,0.820721577668902,0.897785852759596,0.984531666218255,1.9476681914251,3.81405279189948,8.39467898800706,17.8776874510869,29.8413844956299,54.540743745922,104.419938024862,204.63173101678,363.785518214492,257.086844946102,268.526807877552,339.589532612135,2013.70547763319,3042.16567987485
5,127,341776.943928609,384965.396982269,430937.594866922,496139.670527012,500560.78100115,565406.971507492,600768.368618342,523082.62345703,484069.014961753,456428.297847139,463581.893795155,417364.088957804,257272.78820254,182329.712848334,131027.672024626,146760.654824071,289826.861547603,306706.748479804,330012.99221241,333761.350932338,331576.236178415,372237.426581845,397471.943164107,355510.61129192,329496.239015677,319613.355147726,327872.663875605,309983.220266425,230664.984995407,172762.960841525,126583.752367987,143905.661607798,3122.9052999499,547.890872924451,622.172417871442,1339.09453969673,1924.38196016153,2201.27009730252,2441.13930586783,2333.38932834758,2360.98079341739,2859.16910388581,3550.35424144103,4535.43858050231,2473.74246602163,2448.10489457598,2857.98481471904,11335.8927627758,0.644805295628162,0.703295389980933,0.770047057790653,1.52112489814961,2.98085680407624,6.56162115232816,13.9757806218321,23.4465761731809,42.7767834591229,82.0517591953937,161.180414221238,287.861652799693,205.523847888713,223.481229695286,286.839354166078,1724.9230949689,3512.74331434388
5,128,315976.479546965,368702.447993449,422928.340232403,512545.438344484,510596.25575701,569575.338205283,600569.09353087,476453.072994945,444021.107831149,413254.254173291,416444.268174922,363529.054539295,216869.412303047,144476.018612648,99719.2029539876,111849.17854333,269387.112992689,294603.282362306,322809.710144913,335566.295460933,330783.369351936,370606.169747635,395196.86430932,341067.654037672,319695.347583803,306017.961938469,312090.297975811,285560.086957701,197815.903422509,138158.511190154,96939.0789165906,109979.142805806,3024.70500523942,549.393439991117,637.477444160253,1428.37234034487,2035.53147899526,2316.38389989023,2559.23320535066,2306.60205680344,2356.95436181863,2812.2937572877,3467.27267621959,4279.35406089508,2298.24795186395,2121.650235396,2366.72831648195,9325.82966241354,1.18142039370224,1.33375028070718,1.49235344167575,3.06920490125071,5.96436804203799,13.0588699146467,27.7049385297545,43.7505391301059,80.5251563588805,151.974422451211,294.915728141512,507.626043299762,354.674367723271,347.597861100124,422.403827168419,2471.28026326058,3335.8596196544
5,129,363601.339390423,412492.846026384,464088.32825665,539504.920078405,538592.763133024,601320.859888801,635910.673267542,514367.961096236,477686.815780941,447164.613578881,451798.536563704,400773.27474031,247853.757809999,169916.476987703,119360.830679042,136116.777233382,298064.648704113,312787.891639273,335013.401039683,334644.69222175,331830.120225478,372246.002004237,397478.335796978,349844.140664716,326289.057463129,314748.341134974,322019.379637699,300397.011894988,221473.918172287,160676.640153691,115186.82311694,133284.098484429,2873.56844564192,503.674368071251,571.906588964789,1225.74372766461,1753.77091141119,1997.78178130139,2212.4811624579,2038.88807518169,2074.41226154236,2493.69848832864,3083.99281630753,3877.79123424862,2176.90786848389,2087.80441026428,2381.11693365179,9570.49712185101,1.0811341262269,1.17852769251417,1.29041208596697,2.53850241859724,4.9521946566661,10.854220140193,23.0837561595351,37.2940506095668,68.367322724426,130.050527892317,253.583024693435,444.935066517364,325.480190392543,334.036560175896,415.76106626418,2496.47531463727,3207.98202412799
5,130,357933.849583711,408368.754938401,460806.938088299,540383.888998262,536289.082599282,595280.481522237,627775.889935205,482931.934634615,449688.744703925,418853.56566074,421620.561408949,370171.503524277,227794.009383297,152241.317213642,104897.542931486,120451.372453934,295344.192211608,311769.00016882,334618.609220172,335573.983908118,331730.189615432,371922.514115887,396993.739697672,342283.033154783,320767.018553761,307419.348491227,313483.448896486,288188.258059146,206226.558249139,144996.63720676,101715.090363975,118246.49672359,2557.11077097613,450.693052206062,512.927678367781,1105.31940389988,1575.90790949176,1791.72049466838,1982.14934716813,1769.68152908383,1807.99178975797,2159.5899333193,2661.22604497141,3301.2251830854,1840.2040433428,1712.21096676256,1909.84837779562,7712.07282830524,1.04860298256605,1.14948766116167,1.26158969755604,2.49560399406888,4.85126020976356,10.6120247507117,22.5425851390871,35.259519344461,64.8812962351309,122.589192361566,237.813173260424,411.457509847772,298.494390731711,294.662664350735,358.684497401559,2174.40204505513,2742.56458585877
5,131,320663.533495468,367609.371477071,416379.789825184,489434.647702117,493326.244196063,556577.134971977,590437.411621298,505005.780495387,468432.893251154,439806.827348311,445804.70884209,397007.548254913,240310.731381289,166847.785308656,118312.859510029,131246.313569132,275387.745166561,297578.533282216,324001.06276942,333841.012189807,331042.518027446,371419.820831201,396389.713598143,351657.513767743,327294.699728622,316149.712561022,323846.892115961,302843.68096871,217971.497472773,159189.633787451,114861.155613526,129028.222992899,2433.91351272657,435.54837476681,500.651722026662,1100.77512699667,1580.18188199984,1806.64572990792,2001.48194531581,1888.49621594047,1917.40840884302,2310.88688580647,2864.20748301701,3616.18478867355,1938.08200142201,1865.83998883112,2142.09598573614,8372.80833091758,0.856202758365181,0.952269565695015,1.05546676968054,2.13004088762363,4.16973136708779,9.17362326464031,19.5187122267732,32.3082161809308,59.1336470537829,112.837121451793,220.946053246101,389.654495664876,272.952384245201,286.161481141769,360.338109020651,2119.18731739211,2952.32871333033
5,132,374729.49059551,424698.999071688,478820.794748098,560236.57415636,564309.551860386,635669.841295045,674296.538254689,581008.837457197,537683.235378106,505624.262666238,512593.015494021,459232.065433961,287042.513982679,203612.092858517,147000.910108751,167361.572773718,299865.364026094,312728.838990339,334776.899669654,335038.11717002,331950.307639703,372532.014738306,397837.955940213,356171.198082287,330354.180132922,320866.751131349,329262.864690292,312550.976727033,244562.361454503,186715.165063136,138754.215069691,161776.622073942,2960.70683973255,517.548372133289,588.531466119011,1270.2450663332,1821.8359055745,2080.35681006971,2305.68888324397,2194.84033264126,2220.86178172281,2687.44801442155,3334.28480632825,4257.06578638142,2522.96764060155,2556.97818186831,3024.17060008635,12218.75673626,0.564234976781182,0.613076016018783,0.672199358830881,1.33169733929168,2.60398175550219,5.72149487136959,12.1775321876935,20.3400940460326,37.0987073460624,71.0790054629648,139.2885663398,248.416321641117,192.434307238329,210.87052964222,273.214307670762,1669.59726608821,3075.34305351726
5,133,296685.889539312,342230.938838428,389241.19181937,463379.689537449,465613.860777936,525097.061501825,556757.20143654,473858.719624394,440783.033131929,413242.741935592,418851.090506186,371760.237570448,223595.412695873,154218.975894686,108708.679061683,119476.693444825,262143.069028908,287924.524231954,316515.362515394,334108.94885326,330002.590498534,370060.053133541,394717.987306595,348010.060997581,324915.272424701,312594.145780031,319860.854693594,296558.885585081,206855.298335628,148742.522158813,106283.772987808,117951.578222281,2759.49411614423,499.436873722164,578.040400398885,1295.02251275549,1852.5342638255,2117.60636072552,2344.80938185662,2201.4983340824,2242.53597474673,2694.73973771313,3338.01345805667,4187.61241099216,2206.29347761119,2090.04314320778,2377.22969390977,9185.96497538706,0.993050207450191,1.11698312191378,1.24658506589453,2.56368263255292,5.00110783879915,10.9996723199547,23.3892963799956,38.495788186554,70.6513157974491,134.306087587643,262.040599562545,458.259367990728,313.495685794664,311.716101845956,385.118000990301,2221.17079671477,3098.53239041859
5,134,393158.647637931,452638.298225584,515600.397854268,618012.560262445,620180.664058528,695338.387359637,735389.063810978,616689.158697295,571222.357935623,534995.41428821,540902.562395384,479842.883281754,295584.905081499,204847.744818154,145945.871850395,166739.283038766,300389.290514922,313732.998834633,335912.565754999,335219.817475387,331875.194904629,372351.843888714,397733.439787841,355916.713167629,330032.245953044,320414.157695334,328482.148255858,311202.619693853,243410.070029342,183536.322626543,135450.832958384,159418.459296322,2466.06046052451,435.612291731103,498.495029720533,1089.80936564001,1560.85458234117,1779.11167870001,1969.79732710224,1853.12847901077,1875.84214909718,2262.39800234574,2800.88397826525,3548.32556910673,2123.33217209179,2119.35094449368,2480.67442594569,10077.3124424877,0.800247337301218,0.878830012154214,0.969773765016644,1.94606982467995,3.79999351207196,8.33363282038221,17.7182545415625,29.2441851020822,53.356754756255,101.89882064038,199.305669564677,352.899120755426,276.573915160806,304.252882546893,392.322659393169,2397.23475371509,2162.86748602912
5,135,398431.636444076,457727.100800603,520509.473092541,619899.552412637,623787.056751978,700950.244067281,742208.297676572,629791.251220939,582840.816082036,546303.531145279,552709.776419371,491235.779620238,303509.869368204,211342.920292711,151095.370375743,172547.368609626,302577.651234633,314687.83391784,336437.166514331,334729.381069367,331983.724545445,372588.084568628,397967.798265782,356603.374787007,330335.944638151,320977.971415787,329251.603409531,312564.347325198,246938.628185758,187800.993662264,139392.115145736,164402.410908901,2125.33769369536,374.36163776429,427.83077603298,931.39548638855,1336.65279530009,1525.01616732144,1689.2519310732,1597.52435422079,1615.22927359502,1949.8727432769,2415.46163826858,3066.71007934838,1854.71365488017,1867.54207228157,2195.75995721886,8916.12095690937,0.678627358296006,0.743000348612013,0.818746653866914,1.63595488191166,3.20071569521757,7.02605052908301,14.9448614047091,24.7958980010075,45.1862556515019,86.3624371779386,168.926580448002,299.663216302472,237.01592982053,260.365575464222,336.137045613618,2046.91398938411,2081.32431130479
5,136,353789.011321604,407235.968412664,463631.968523402,552237.027484754,553464.214915893,620405.043945393,656177.157494501,544785.294974539,505529.710323313,473165.73076022,478345.392926938,423498.155245032,259371.601206139,178847.404143234,126550.201140449,143001.655660207,288175.47024491,306421.233135012,331044.145271754,335503.324345301,331635.216237716,371946.265073833,397072.045244531,351860.068922453,327891.319174384,316951.889971174,324595.25833376,304131.172452683,227222.39835318,167065.206688967,121084.581462474,139338.67417216,2845.34432905795,506.342999200786,581.395185479244,1275.51909744163,1824.36793727706,2079.73803693487,2301.82799412218,2144.18943456172,2178.58833059779,2621.44091400603,3244.04260680112,4084.69288184945,2327.43404900881,2263.63070237411,2607.31137649037,10404.6023077157,0.699948844963188,0.774557755921167,0.857718567125277,1.72754007892285,3.36916304661999,7.39007027051093,15.7070376316512,25.6578805875642,46.9831649604005,89.4798324153243,174.73550926265,307.142387088872,228.489183310871,240.4333929907,303.422575760454,1813.58169083195,3041.57394757671
