scenario,Simulation,totalInfections_1,totalInfections_2,totalInfections_3,totalInfections_4,totalInfections_5,totalInfections_6,totalInfections_7,totalInfections_8,totalInfections_9,totalInfections_10,totalInfections_11,totalInfections_12,totalInfections_13,totalInfections_14,totalInfections_15,totalInfections_16,totalFirstInfections_1,totalFirstInfections_2,totalFirstInfections_3,totalFirstInfections_4,totalFirstInfections_5,totalFirstInfections_6,totalFirstInfections_7,totalFirstInfections_8,totalFirstInfections_9,totalFirstInfections_10,totalFirstInfections_11,totalFirstInfections_12,totalFirstInfections_13,totalFirstInfections_14,totalFirstInfections_15,totalFirstInfections_16,totalAdmissions_1,totalAdmissions_2,totalAdmissions_3,totalAdmissions_4,totalAdmissions_5,totalAdmissions_6,totalAdmissions_7,totalAdmissions_8,totalAdmissions_9,totalAdmissions_10,totalAdmissions_11,totalAdmissions_12,totalAdmissions_13,totalAdmissions_14,totalAdmissions_15,totalAdmissions_16,totalDeaths_1,totalDeaths_2,totalDeaths_3,totalDeaths_4,totalDeaths_5,totalDeaths_6,totalDeaths_7,totalDeaths_8,totalDeaths_9,totalDeaths_10,totalDeaths_11,totalDeaths_12,totalDeaths_13,totalDeaths_14,totalDeaths_15,totalDeaths_16,peakOcc
1,126,311891.695092542,339261.232803723,355866.100635724,396681.531823817,386681.46270874,435996.69183566,460785.644233486,402482.844433402,369046.730396632,341360.202203014,341150.032086645,302368.955132487,227895.798779098,164480.266188009,117206.565029283,128485.219369388,273792.896332822,291577.165700323,305642.842193265,323913.368578825,318630.340321136,359644.931317108,383250.919131407,342182.27373417,315964.274713989,299509.339289043,304589.039793321,277145.045896749,216126.764190542,158871.709998663,114473.098586968,126778.295243851,2369.2523064762,383.955985936246,302.080615587399,451.372349161785,593.744214427812,701.706326979537,789.483961825843,774.975978458071,755.702611321158,856.672108605446,1032.77622553129,1288.08603442995,1496.88667525818,1764.92923827085,2075.03816630754,8043.54507475814,0.780344838863494,0.785889130464609,0.594865087879646,0.8129200167307,1.45739451759026,3.31593180538692,7.167819621733,12.3453047795119,21.6823693811362,38.8489632051823,73.700773161609,128.181037938202,196.269575415625,251.250640149742,322.886734467009,1869.75409657398,637.708743054606
1,127,324322.841568427,351262.330803283,368566.58476483,409652.050286085,400060.529201286,451274.822481017,476609.07962803,416447.440713191,381283.482997185,352555.682490089,351877.660335742,311946.157621923,235856.438592046,170516.22468219,121778.903227031,134161.917925724,280103.8109655,295909.1430607,309794.138985432,324701.858779289,320259.53848732,361556.551332993,385351.222485167,344713.323543853,317929.973611036,302143.185180012,307548.156736935,281043.412604708,221190.093600223,163457.377821298,118301.587641034,131964.948885961,2996.84761601909,482.431770870749,380.076918831986,571.326415846304,752.289806765344,886.985452582485,995.805929035074,977.529109904442,951.788268687728,1080.21587312015,1301.40784848519,1625.70353747911,1899.56905841019,2248.98774858687,2655.45266050337,10365.5478008358,0.61966826564705,0.619827853277762,0.469746035415596,0.645689001361482,1.15869102169386,2.63027967872693,5.67434365245626,9.77728232663096,17.1538465774369,30.7954404602525,58.5325175454338,102.156342166077,157.868050274478,208.381339824203,271.092708676839,1594.85071990074,787.605448827551
1,128,299430.245629188,336346.143649211,362259.277404734,423734.35138117,407042.121434427,451996.401995919,473093.882075305,375584.761826561,346395.209462131,315773.147439224,312513.182156764,268904.638889888,195370.425311421,133188.046205178,91580.0405542085,101492.828620084,259408.942714166,282816.644096139,302131.46804441,326050.55612662,318133.679727088,357084.262325391,379288.04248896,319265.996825332,297242.822209145,277460.381602772,279471.923065109,246822.068808874,185238.480533186,128710.59726082,89484.1115368622,100128.263436516,2893.1757402875,477.744343945696,393.540292543894,641.516689126743,836.967715659377,976.340034217594,1089.34928110819,997.193472100822,984.732071043361,1101.44446035413,1315.09219749502,1580.81714350557,1742.85650857678,1925.99215554465,2181.89612198126,8504.8297220174,1.13138633233333,1.16062273325075,0.919748778074914,1.37079501712892,2.43696328900824,5.47206502370349,11.7290571602865,18.8149201355557,33.4327872373586,59.0470357370465,110.532620504182,185.178198175521,268.899244684184,318.998673207649,394.186228341479,2273.79409947198,861.790421742158
1,129,345231.835821236,376910.162720132,400675.224076749,451550.655752158,435586.107373616,483603.358356855,507280.059349802,409094.578234884,376248.159189345,345494.073992669,342733.778954692,300112.02086564,225737.783402265,157990.979766007,110454.901758277,124332.365733698,288213.822308844,303164.400366965,319727.444972738,330342.091666841,324591.25512002,364694.873137283,388663.03763919,335338.805041839,311626.895376732,294299.231516882,298096.354279715,269354.176276424,210892.589271827,151202.837822689,107212.727650489,122155.170954357,2756.390738716,442.163775188484,359.607197539897,561.236770964984,736.969560907577,858.570878715243,959.40731935234,895.642899449602,881.57848076735,996.289705585637,1193.62960485891,1465.24495376447,1681.15683560935,1914.74736401062,2212.79471306031,8790.56837751323,1.0374457509272,1.03461759039766,0.8093367773455,1.15440343947078,2.06523956691464,4.63213434451941,9.94562895783464,16.2805296058923,28.8456481180968,51.4983051706249,96.9066075558978,165.855917202095,250.876565647965,308.875104911904,390.352235937137,2313.6785577505,821.280349377092
1,130,341001.717942774,374118.230243872,398995.269555683,452055.603400482,433713.118233555,478495.875432736,500563.922168909,381114.982619643,351698.70720109,321032.059990097,317246.409118184,274765.563674144,205446.809179237,140053.662255216,96031.8864371132,109081.645739998,286244.678884745,302528.400630283,319749.112764106,331067.992350067,324490.96275164,363918.587938172,387455.027402472,321100.229542497,299715.871589764,280350.787614496,282199.287979071,250957.462602001,193853.224073214,134935.547650076,93652.7496111561,107449.110079322,2459.62439502803,396.208765428879,323.961019017766,510.115629597609,668.652439605407,776.424008205188,866.637114907844,774.961375240959,767.339453071649,860.738677744813,1026.45130094673,1240.63973435995,1404.14921608458,1551.28008334257,1754.75870642568,7011.81631255655,1.00877789527286,1.01037499503794,0.794591373490597,1.14333710709119,2.04181985264952,4.56477965880337,9.78951058895911,15.3358544310692,27.3198550957211,48.3847964304788,90.4462289395864,152.338562625662,227.231728816722,268.961155598481,332.472609794643,1988.98596555167,606.326793018739
1,131,300187.634314398,332148.693133341,352189.879289389,402782.472785941,391570.463104763,440689.757177122,464535.803976243,401909.224282563,368688.454343725,339462.843363831,338259.95406276,296888.074658349,219434.566529833,155864.654027004,110049.227957286,120238.28177069,262569.781948966,283609.025812831,299779.370576487,322713.305435324,316614.76646669,357202.502614061,380299.211572952,338161.567451451,312505.833840409,295233.200037211,299677.889724916,270595.369587021,207460.744124067,150295.033040975,107363.309217651,118546.991726326,2303.15079789641,377.374065235041,302.493990704241,470.727097109067,617.572538619659,728.493603801631,817.451196524224,796.364989491389,777.976887604621,878.415579890306,1056.23090362215,1303.17240241651,1481.16314520884,1715.79324137925,1998.48503919171,7712.95396221805,0.811167075770201,0.825680349476401,0.636784184399364,0.906483147196704,1.62079636782457,3.68055340359799,7.93523996233321,13.5651782338806,23.8725343951546,42.6199785553078,80.7479638668932,139.087364390008,208.769203561953,267.170742607099,342.160828436962,1978.21559384641,832.072656013044
1,132,355085.888585814,387269.791938465,413864.198797418,471027.439707967,460044.350486792,515985.159550659,542671.079689298,467429.693023544,428017.784732457,395138.53464065,392576.882606944,347248.156229409,263252.278084984,190267.197950357,136507.938448617,152687.911779908,289835.835102912,303247.249385698,319975.956699998,330553.421771895,325626.658204008,366706.151206465,391245.358415152,350725.887588201,324207.094239524,310313.319326151,316557.720063328,293000.653283897,236695.504869315,177322.465496373,129968.055533037,148379.449351057,2836.24407314291,456.179561777934,377.039794625444,608.592119970384,810.683622501017,945.787088299405,1055.05441081801,1022.17919251221,1001.15609575902,1144.94374292013,1375.48368130851,1714.52165993568,2000.18233694943,2357.39519987849,2809.55791834156,11150.8454963044,0.540116376461317,0.539947314505204,0.429151300766708,0.633259492359769,1.14906871937631,2.58074654265744,5.53154850348001,9.40457292197057,16.5903054747229,29.996333061156,56.7048781252425,98.6511696949631,151.91031874577,194.965920531877,254.772365020166,1521.00460627987,731.237131274462
1,133,278355.264023595,308915.423225011,328619.516697324,377751.430157861,366065.254380203,412873.283908021,435751.381056535,378122.804573151,347295.416817901,319371.261974059,318818.193336401,278936.571728981,204222.994102881,144017.804912279,101084.502879333,109723.263677504,250299.58560893,272907.917931761,290062.553018051,318253.681844242,311256.170462672,351654.63696838,374040.799786191,331317.581808772,306063.457728508,287355.114231731,291050.092125375,260208.918144152,195820.018952088,140118.169192656,99208.6650119374,108542.836447028,2617.16334734427,426.435111804184,342.840709325887,540.105678144939,702.340372048728,831.139930485044,934.412354957013,912.765287531523,892.283747034383,1003.56661339844,1207.9362671247,1483.77319004143,1665.23051066288,1914.64653046907,2213.29120696633,8465.31363489646,0.943248507277647,0.954563452579126,0.738462712392254,1.06450875500242,1.88641584545755,4.29667363376588,9.27917530676484,15.8952763440962,27.9733460358716,49.6979268760746,93.9545192628083,160.827797816701,237.497898971037,294.003959414587,370.583156090601,2099.83708696585,873.952981371892
1,134,371690.889036631,411406.081462361,447589.102793733,523763.406953831,509516.578367178,567932.278288108,594678.088702245,497746.060718138,455712.115588789,418598.612874917,413747.962132264,361875.641866677,269804.41979221,191034.858548172,135484.755718502,152609.224852378,290371.052270209,304152.263647697,323456.372289063,332054.066090175,326852.351172712,367573.124873713,392267.55061405,350319.207585713,323598.095701081,309691.724144759,315565.438127055,291613.546881275,235108.108729732,174397.789926413,127095.648098718,146869.377760354,2358.83496107271,378.445919896782,324.312784140196,556.06319360502,739.196351398233,855.392490254619,948.838510877953,897.30870889495,880.153991690159,1003.22838732305,1200.15168627064,1478.59106601123,1693.90649178444,1957.32308047922,2311.01599732281,9249.08743745351,0.765349982960524,0.763037389967749,0.628746448022495,0.985628912076954,1.78431762148481,3.97409341975846,8.46917165612307,14.0527514446491,24.822349292494,44.7367194897582,84.2347625454119,144.969562851319,219.606330467962,280.047684424796,364.139227604651,2186.11097439054,909.545725698784
1,135,377327.465043933,417495.568682375,453422.6693724,529303.238532685,517336.939131935,577931.189843757,605657.075669925,511465.677592908,468160.787093896,430376.540580315,425459.08913549,372508.54641942,278080.946653374,197716.182382521,140714.970580244,158293.25722962,292844.004053233,305974.195792515,324334.385983465,332200.404690228,327395.651208926,368296.362746492,393050.466698637,352011.691776436,325250.766032264,311952.806059559,318287.772552254,295283.414067105,239704.200081038,179128.386204585,131272.209777594,151892.143784971,2035.60889031006,329.965991688173,281.78402756332,479.887766602041,642.821357353818,744.946880153897,826.714567966619,785.846301428847,770.827951700849,880.442716121785,1053.57976926533,1299.51754562323,1491.16197466383,1729.15246480809,2049.28651036451,8191.87646035227,0.649543412930133,0.654311842738738,0.537248250367901,0.836497469899272,1.52597224561387,3.40352125097045,7.25615568821064,12.100640591373,21.3727430335261,38.5913305025524,72.6153849746947,125.054105142585,189.528988779036,240.190779068899,312.468778697396,1866.10814987436,696.480253490128
1,136,330950.798637411,367767.058459426,396058.806916454,460319.589130136,445617.555335652,496571.031409471,520591.690264429,434747.180515782,398920.571934794,366447.200506325,363273.349613656,317645.700503236,235714.711620132,166089.120029552,116990.242717609,130254.352751239,275473.17321584,294328.578745897,313233.708915257,329935.356866293,323372.06341652,363605.531562338,387470.261200246,341920.735981279,316769.841953065,300566.740917344,305220.83022196,277538.430150146,216892.703890723,157396.774427783,112769.727438031,127454.796394383,2692.84695074162,438.739649427909,365.397284435072,599.863872873441,790.991987627755,920.863100277195,1026.40287520461,973.412902667494,955.825061404823,1083.62500047712,1298.22298691321,1594.21545167311,1809.26277890944,2073.82322061099,2417.85050688279,9508.7536266212,0.662655938449338,0.671120856264757,0.537618607274345,0.806847186503197,1.44945580825587,3.24853565792853,6.9573595877044,11.575254773645,20.4674030146951,36.673544539782,69.0956351991959,118.374880185585,177.20892698722,221.32923554012,283.038422190111,1661.93074512954,1047.43744877466
1,137,335266.456371809,374434.432141932,404942.355213053,471334.014305898,451131.607798998,496245.386210535,517389.235919737,389053.082008091,358932.898030629,326731.210680557,321878.033808101,276752.537176777,203989.828635081,137815.556173863,94114.3337497154,106650.879692182,278244.052927961,297670.045860968,317226.77762457,331487.3975272,324142.63563749,363310.895548402,386608.070179821,319788.376839584,298707.718314089,279334.339404336,280916.476083433,249034.086341985,190682.557224419,131984.665202976,91398.95789706,104770.909865286,2936.44247894042,478.805241878776,401.177247267865,662.811521286926,867.912403296345,1002.9437699185,1114.79382695415,981.579179470301,973.024708878734,1090.2844252799,1296.47961036649,1554.96100885372,1731.95182947018,1893.35691682085,2134.38213165236,8509.47677131364,0.746223542304337,0.756326007142235,0.609482190126476,0.920307659052924,1.641563909704,3.65178629153572,7.79851808610789,12.0304758571478,21.4564157441559,37.9631202187616,70.7665220164654,118.313913340366,173.762999687592,203.965939113013,251.485926315668,1499.31441299406,676.982809715634
1,138,386039.998607827,423731.735803684,454986.308790845,520816.637633382,506146.603329444,562515.898275951,589034.122184391,483188.08225485,442410.144064378,406558.541672051,401780.488001683,352312.976002024,265379.583772681,188060.544786166,133190.446104391,151015.230456926,299669.184110811,310687.574727508,327306.712834693,332002.270346011,327615.559657478,368314.811029925,393125.722466362,348555.140866718,322800.202012836,308683.542533044,314375.119561868,290122.603727027,234477.161360099,173458.113179901,125976.668504746,146076.442549273,2977.06313370577,478.273425024987,399.864849036089,653.303843089528,869.49902366226,1006.95644270152,1119.28918932927,1049.6517011549,1029.61594178766,1172.18777632363,1401.90369440818,1729.85525964807,1999.76486594886,2311.91865464783,2720.62609346816,10940.6820192268,0.731961928664157,0.730998356364062,0.587732525034736,0.877939521319567,1.59151905843275,3.54759351234773,7.57655045246175,12.4663349629255,22.0237854359732,39.6454186073478,74.6638743030589,128.665469941935,196.587563202261,250.645801349063,324.391385995161,1950.57822499783,1322.93618125515
1,139,352984.082662941,396041.925260572,434719.025626867,519333.877370202,503912.623086469,560198.189026694,585222.190762111,482616.404122785,442627.212575499,405479.300014903,400349.684970257,347620.172050988,255623.053883462,178541.292522365,125513.111661316,140597.621343777,279965.936768077,297677.650736111,318796.150640869,332195.260125332,325920.472428251,366297.26870938,390594.352664757,346040.915956853,320418.503455293,305404.562838011,310571.838121294,284359.025618173,225096.092762009,164228.635273351,118389.210471855,135770.15325035,2422.74543457828,394.790077215588,341.92047876935,600.47276206827,797.498233697885,921.533842195178,1020.60237818528,953.49910678695,938.085493780348,1065.67565416521,1273.341284812,1553.69917301116,1747.66035226142,1985.97504441992,2320.91352332336,9215.17230595831,0.688160801910111,0.696857434024645,0.580320288680108,0.93150322752324,1.68452250586625,3.74590088822599,7.96905976455895,13.0543449062372,23.1102199088331,41.4633230901242,77.6512851754971,132.081717512157,195.625271895741,237.605690114681,302.884286109838,1775.41593337643,998.288691201015
1,140,414705.875898425,452493.097471922,488252.962996027,557158.065785301,542298.299632062,601852.697704012,630097.413001033,511056.197968411,468309.350884784,430686.760003551,425464.720324948,373920.230095445,284298.86918446,201911.607864488,143412.75477169,164387.562145707,310480.479534314,316885.491216548,333173.733509211,332851.553545272,329000.035759634,369924.323067876,395129.551605153,350823.870498223,325476.207447643,312304.76201015,318535.038781775,296175.893034625,244017.349336293,182373.095671524,133529.939031368,157365.795454978,2782.66391687797,442.619629106723,377.078163316101,628.503742643662,841.911310376856,971.536770026824,1078.48698590254,1006.13174054198,990.54613442822,1133.25243129043,1355.64466189045,1676.10893922401,1950.30465194442,2258.92505250178,2674.51299802144,10888.0165676272,0.718408745437698,0.709919470430559,0.581607520854665,0.88668470395536,1.61718031860626,3.59050041747567,7.65455506170305,12.5203086280371,22.1801295955094,40.0773528116562,75.104005084195,129.412663530289,198.287100921777,242.899367434622,312.778512358286,1887.17877631139,732.131815799303
1,141,391964.78371742,435219.11127231,475541.91738227,556684.652879818,535578.673649736,588042.987531544,612119.228939932,462256.671563451,424825.721887388,387899.103270162,381433.307456708,330092.904297124,246440.751676102,168724.754723796,116582.947012362,133997.344974194,299088.77175435,311070.070658063,330294.147749302,333619.107963165,328128.641782425,368288.434773083,393149.689890703,337782.957425846,314662.249422941,298358.245260035,302036.385250348,274257.95770527,218196.267087062,155844.900996704,110351.321221576,129497.303087791,2879.73087355827,458.773570674269,397.990363195227,687.213107198298,909.804052210587,1043.76941064089,1154.65536887345,1020.58030815085,1009.4917400784,1142.20697220557,1359.13246731965,1646.6818171199,1866.15790451184,2075.32783083838,2383.05240806705,9692.43594601539,0.86180611224148,0.853092744188323,0.711695626483114,1.12422780250964,2.02646017779892,4.47338488505545,9.50536672232415,14.729453054644,26.2229591470791,46.8885423177915,87.6209682419824,148.168671331402,221.916477392343,269.160871419169,340.022941262184,2080.95152575077,882.772244417356
1,142,350064.64370356,393886.89736659,432534.989737161,515714.31160319,495193.41925011,545187.866075698,567683.657505219,443099.285800368,407692.083380972,372477.702270929,367098.354919953,317346.060846167,233872.707511574,160635.907337077,111407.479380267,125966.581482656,280352.155237788,298998.111828421,320731.052616359,333551.547561643,325984.45576925,365695.433397727,389887.737888772,336195.157568103,313181.601461022,296259.699004925,299801.363174168,270843.599471676,211490.466560972,150526.620957208,106534.526021513,122572.612219128,3066.2082109895,497.069080460269,431.428970925534,754.583003569374,992.975800129912,1142.22462248341,1264.58767703839,1140.76676080146,1128.719654998,1276.22673424858,1520.70024505442,1840.30755815587,2058.95106023823,2290.8916559296,2634.55452524063,10523.1870458157,1.01632204867961,1.02412952265599,0.854951712619892,1.36740650784681,2.45005886737504,5.42368504481726,11.5346493827676,18.2364464521015,32.4653112119747,57.9639313240039,108.192880953837,182.427152972802,268.764385164307,318.223356457318,399.824706260898,2377.08428927314,1075.66615081946
